date,content,tags
"2024-03-13","Prepping for interviews. Practicing coding problems on a shared editor simulator. Reviewing AWS fundamentals for the cloud role. Also working on the DL assignment 2 (CNN implementation with PyTorch). PyTorch feels more intuitive than TensorFlow for me so far.","[""job search"", ""interview"", ""preparation"", ""coding"", ""aws"", ""cloud computing"", ""ucd"", ""assignments"", ""deep learning"", ""cnn"", ""pytorch""]"
"2024-03-17","St. Patrick's Day! Dublin is buzzing. Went to see the parade with Rohan and some others. Very green, very loud, lots of people. Interesting cultural experience. Had the Cloud Support interview yesterday - felt conversational, focused on troubleshooting scenarios. Technical screen for SWE role tomorrow. Nervous!","[""dublin"", ""st patricks day"", ""parade"", ""culture"", ""experience"", ""friends"", ""rohan"", ""job search"", ""interview"", ""cloud support"", ""technical screen"", ""nervous""]"
"2024-03-19","Technical screen done (SWE Intern). Solved a problem involving heaps/priority queues, talked through complexity. Felt I explained my thinking clearly. Fingers crossed. Now need to focus back on UCD work. Gen AI project: started cleaning the scraped module data using Python scripts. Lots of inconsistencies to handle.","[""job search"", ""interview"", ""technical screen"", ""software engineer"", ""coding"", ""data structures"", ""heaps"", ""communication"", ""waiting"", ""ucd"", ""generative ai"", ""project"", ""data cleaning"", ""python""]"
"2024-03-24","Received the offer for the Cloud Support Engineer internship! Accepted it as a safety net. HUGE relief knowing I have something secured for summer. Celebrated quietly, still hoping for the SWE role but the pressure is off significantly. Shared the good news with family.","[""job search"", ""offer"", ""internship"", ""cloud support"", ""success"", ""relief"", ""safety net"", ""celebration"", ""family""]"
"2024-03-28","Got the invite for the final round (virtual on-site) for the SWE Intern role! Amazing news! Need to prep system design now. This is the one I really want. Juggling this prep with DL assignment, Gen AI project setup (installing Hugging Face, PyTorch), and Data Science project work. Sleep is becoming a luxury.","[""job search"", ""interview"", ""final round"", ""software engineer"", ""internship"", ""excitement"", ""stress"", ""preparation"", ""system design"", ""ucd"", ""deep learning"", ""generative ai"", ""data science"", ""time management""]"
"2024-04-02","Deep dive into System Design prep. Concepts like Load Balancing, Database Sharding, Caching, CAP Theorem. It's fascinating but complex. Watching mock interviews online. Trying to structure answers. Also working on the Gen AI project - got the Hugging Face pipeline running for basic text generation with GPT-2. Now to figure out the fine-tuning part.","[""job search"", ""preparation"", ""system design"", ""load balancing"", ""database sharding"", ""caching"", ""cap theorem"", ""study"", ""ucd"", ""generative ai"", ""project"", ""gpt2"", ""hugging face"", ""pytorch""]"
"2024-04-06","Presented Data Science group project findings. Our model predicting customer churn performed reasonably well. Good teamwork experience with Aoife and the others. Feeling more confident in applying the ML pipeline. SQL practical exam is looming. Need to practice writing queries under time pressure.","[""ucd"", ""data science"", ""project"", ""presentation"", ""machine learning"", ""customer churn"", ""group work"", ""aoife"", ""sql"", ""exam"", ""preparation""]"
"2024-04-10","Final round SWE interviews tomorrow. Reviewed notes on common coding problems, system design patterns, and prepared STAR examples for behavioural questions. Feeling as ready as I can be, but nerves are definitely high. Did a final mock system design session with Rohan.","[""job search"", ""interview"", ""final round"", ""software engineer"", ""preparation"", ""coding"", ""system design"", ""behavioural questions"", ""star method"", ""nervous"", ""rohan"", ""mock interview""]"
"2024-04-12","Survived the final round interviews. Mentally exhausted. System Design was challenging (design a Twitter feed). Coding rounds were okay. Behavioural felt standard. Now the wait begins again. Trying to shift focus back to UCD - specifically the Gen AI fine-tuning experiment. Need to set up the training loop properly.","[""job search"", ""interview"", ""final round"", ""software engineer"", ""system design"", ""twitter"", ""coding"", ""behavioural questions"", ""exhaustion"", ""waiting"", ""ucd"", ""generative ai"", ""project"", ""fine-tuning""]"
"2024-04-17","Got the call. GOT THE SWE INTERN OFFER! YES! Absolutely thrilled! Accepted immediately. This is the one! Called family, celebrated with friends. All the LeetCode grinding and stress feels worth it. Politely withdrew from the Cloud Support offer. Feeling on top of the world. Now, finish the MSc strong!","[""job search"", ""offer"", ""software engineer"", ""internship"", ""success"", ""excitement"", ""relief"", ""happiness"", ""celebration"", ""family"", ""friends"", ""leetcode"", ""validation""]"
"2024-04-21","With the job secured, feeling motivated to really ace the final projects. Deep Learning image captioning project is complex but interesting (CNN+LSTM). Speech ID project using GMMs is progressing. The Gen AI fine-tuning is running on the UCD cluster, results are starting to look really good – generating plausible, sometimes creative, module descriptions. Very exciting!","[""ucd"", ""motivation"", ""assignments"", ""projects"", ""deep learning"", ""image captioning"", ""speech processing"", ""speaker identification"", ""generative ai"", ""gpt2"", ""fine-tuning"", ""success"", ""excitement""]"
"2024-04-25","Exam revision starting. Need to cover DL, Gen AI concepts, Data Science theory, SQL, Speech Processing. Busy period ahead but feeling less stressed overall now the job hunt is over. Can focus purely on academics. Writing the report for the Gen AI project, trying to capture the methodology and results clearly.","[""ucd"", ""exams"", ""revision"", ""study"", ""deep learning"", ""generative ai"", ""data science"", ""sql"", ""speech processing"", ""project"", ""report writing"", ""focus""]"
"2024-04-29","SQL Exam and Data Science exam done this week. Felt prepared. The practical SQL skills feel very valuable. Data Science theory was broad but manageable. Focused revision now on DL and Gen AI. The Gen AI project report is taking shape, really enjoying analysing the generated text.","[""ucd"", ""exams"", ""final exams"", ""sql"", ""data science"", ""study"", ""generative ai"", ""project"", ""report writing"", ""satisfaction""]"
"2024-05-04","Deep Learning exam today. Challenging, covered a lot of architectures and concepts. Hope I did okay. Gen AI exam tomorrow - last one! Reviewing ethical considerations, evaluation metrics for generative models, key papers. Feeling good about this subject thanks to the project.","[""ucd"", ""exams"", ""final exams"", ""deep learning"", ""stress"", ""generative ai"", ""ethics"", ""evaluation"", ""preparation"", ""confidence""]"
"2024-05-08","All exams finished! Final projects submitted yesterday - DL, Speech, and the Gen AI one I'm quite proud of. Huge sense of relief and accomplishment. Semester 2 was intense but incredibly rewarding, especially Gen AI. Time to relax and wait for results.","[""ucd"", ""exams"", ""final exams"", ""assignments"", ""projects"", ""submission"", ""deep learning"", ""speech processing"", ""generative ai"", ""relief"", ""accomplishment"", ""pride"", ""relax"", ""waiting""]"
"2024-05-13","Catching up on sleep and life admin. Started looking into the visa process for the graduate scheme (Stamp 1G). Need the final transcript/letter from UCD first. Explored the Dublin Flea Market over the weekend, interesting finds. Nice to have free time again.","[""relax"", ""sleep"", ""admin"", ""visa"", ""graduate scheme"", ""dublin"", ""flea market"", ""exploring"", ""free time""]"
"2024-05-18","Results day! Logged on nervously... Passed all! And... A+ in Generative AI and Language Models! Absolutely stunned and overjoyed! All that work on the fine-tuning project paid off beyond expectations. Professor Kavanagh's comment was incredibly encouraging. Best academic result ever. Called family, they were ecstatic. What a high note to end the MSc on!","[""ucd"", ""results"", ""grades"", ""semester 2"", ""success"", ""generative ai"", ""A+"", ""excitement"", ""pride"", ""validation"", ""project"", ""family"", ""celebration"", ""accomplishment""]"
"2024-05-22","Still buzzing about the A+. Received the official confirmation of award eligibility from UCD. Started the Graduate Scheme visa application process online. Also started the dreaded Dublin apartment hunt on Daft.ie. Looks like a nightmare. Need to find a place before the job starts in Sept.","[""ucd"", ""grades"", ""A+"", ""graduation"", ""visa"", ""graduate scheme"", ""admin"", ""accommodation"", ""renting"", ""dublin"", ""daft.ie"", ""stress""]"
"2024-05-27","Farewell gathering for Kenji. Sad to see him leave Dublin. Exchanged contacts, promised to visit Japan someday (and vice versa). Reflecting on the international friendships formed here. Started attending apartment viewings – crowded, competitive, expensive. This is going to be tough.","[""friends"", ""farewell"", ""kenji"", ""international student"", ""reflection"", ""accommodation"", ""renting"", ""dublin"", ""viewings"", ""stress"", ""competition""]"
"2024-06-01","Weekend trip to Galway booked with Rohan and Aoife as a final adventure before life changes (Aoife travelling, Rohan and I starting work/internships). Looking forward to seeing the West Coast. Submitted the visa application online, now waiting for appointment availability. Apartment hunt continues to be demoralising.","[""travel"", ""ireland"", ""galway"", ""planning"", ""friends"", ""rohan"", ""aoife"", ""adventure"", ""visa"", ""graduate scheme"", ""waiting"", ""accommodation"", ""renting"", ""dublin"", ""demotivated""]"
"2024-06-05","Galway trip was fantastic! Cliffs of Moher were breathtaking. Driving through the Burren was surreal. Galway city has a great vibe. Perfect escape and bonding time with Rohan and Aoife. Back in Dublin, secured a GNIB appointment for late July. Cutting it fine for the visa, but should be okay. Found a potential room share in Rathmines, viewing tomorrow.","[""travel"", ""ireland"", ""galway"", ""cliffs of moher"", ""burren"", ""scenery"", ""friends"", ""rohan"", ""aoife"", ""memories"", ""visa"", ""gnib"", ""appointment"", ""accommodation"", ""renting"", ""rathmines"", ""hope""]"
"2024-06-09","Got the room in Rathmines! Signed the lease, paid deposit. Huge relief! Accommodation sorted. Now I can relax a bit more about the logistics. Celebrated by cooking a big meal. Rathmines seems like a nice area, well-connected.","[""accommodation"", ""renting"", ""dublin"", ""rathmines"", ""success"", ""relief"", ""lease"", ""settling in"", ""celebration"", ""cooking""]"
"2024-06-13","Said goodbye to Aoife as she heads off travelling. Going to miss her! Rohan started his internship, sounds busy but interesting. Feels like the end of the UCD chapter. Started sorting through notes, deciding what to keep. Received job contract, reviewing and signing.","[""friends"", ""farewell"", ""aoife"", ""rohan"", ""internship"", ""ucd"", ""end of era"", ""job"", ""software engineer"", ""contract"", ""admin""]"
"2024-06-18","Keeping busy to avoid post-MSc slump. Working through some online tutorials related to the tech stack at my new job (React, Node.js). Visited Kilmainham Gaol - fascinating and sobering piece of Irish history. Reading for pleasure again!","[""job preparation"", ""learning"", ""react"", ""nodejs"", ""dublin"", ""kilmainham gaol"", ""history"", ""exploring"", ""reading"", ""relax""]"
"2024-06-24","GNIB appointment went smoothly. Submitted biometrics, photo taken. Should get the IRP card in 2-3 weeks. Another major hurdle cleared. Feeling more secure about the post-study work process. Went for a walk along Dun Laoghaire pier. Lovely coastal town feel.","[""visa"", ""graduate scheme"", ""immigration"", ""gnib"", ""irp card"", ""bureaucracy"", ""success"", ""relief"", ""dublin"", ""dun laoghaire"", ""coast"", ""exploring""]"
"2024-06-29","Packing up student accommodation. Lots of memories in this small room. Exciting to be moving to a new place. Coordinated moving logistics for next week. Had a final UCD campus walk with Rohan, reminiscing about the past year.","[""moving"", ""packing"", ""student life"", ""nostalgia"", ""rathmines"", ""ucd"", ""campus"", ""friends"", ""rohan"", ""reminiscing""]"
"2024-07-04","Moved into the Rathmines house! Met housemates, seem friendly. Unpacked, starting to make the room my own. Feels good to have a proper base. Explored the local shops. Ordered pizza for the first night dinner. A new chapter begins.","[""moving"", ""accommodation"", ""rathmines"", ""dublin"", ""new beginnings"", ""housemates"", ""settling in"", ""independence""]"
"2024-07-10","Received IRP card! Stamp 1G secured. Officially allowed to work. Huge relief. Also received the MSc degree parchment from UCD. Feels very official. Thinking about framing it. Started setting up utilities/bills in the new house share. Adulting continues.","[""visa"", ""irp card"", ""immigration"", ""success"", ""ucd"", ""masters degree"", ""graduation"", ""parchment"", ""accomplishment"", ""admin"", ""adulting"", ""rathmines""]"
"2024-07-16","Enjoying exploring Rathmines and nearby areas like Ranelagh. Lots of nice cafes and restaurants. Trying to establish a new routine before work starts. Doing some light coding practice, reviewing fundamentals. Less pressure now, more curiosity-driven learning.","[""dublin"", ""rathmines"", ""ranelagh"", ""exploring"", ""neighbourhood"", ""cafes"", ""routine"", ""job preparation"", ""coding"", ""learning"", ""relax""]"
"2024-07-22","Had a call with my future manager. Discussed onboarding plan, team projects. Sounds like interesting work, using modern technologies. Feeling excited and slightly intimidated. Asked about pre-reading materials they could share.","[""job"", ""software engineer"", ""onboarding"", ""manager"", ""team"", ""projects"", ""excitement"", ""nervous"", ""preparation"", ""learning""]"
"2024-07-28","Took a weekend trip to Belfast, Northern Ireland. Visited the Titanic Museum, saw the Peace Walls. Very different history and atmosphere compared to Dublin. Interesting to see another part of the island. Train journey was scenic.","[""travel"", ""northern ireland"", ""belfast"", ""titanic museum"", ""peace walls"", ""history"", ""exploring"", ""weekend trip"", ""uk""]"
"2024-08-03","Received some onboarding documents and links to internal tech talks from my manager. Spending some time going through them. Also enjoying the last few weeks of complete freedom. Reading, exploring parks (Iveagh Gardens, Herbert Park), trying new recipes.","[""job preparation"", ""onboarding"", ""learning"", ""relax"", ""free time"", ""reading"", ""dublin"", ""parks"", ""exploring"", ""cooking""]"
"2024-08-09","Met Rohan for drinks. He finishes his internship soon too. We talked about starting our full-time roles, future plans, maybe finding our own place eventually instead of house shares. Good to have someone on the same wavelength.","[""friends"", ""rohan"", ""job"", ""future"", ""career"", ""plans"", ""dublin"", ""social"", ""support""]"
"2024-08-15","Feeling reflective as the MSc year truly ends and the work chapter begins. Landed here almost exactly a year ago, nervous and overwhelmed. Now, have a Master's degree with a highlight A+, a great job starting soon, good friends, explored a new country, found a place to live. Huge personal and professional growth. Grateful for the entire UCD experience, challenges and all.","[""reflection"", ""anniversary"", ""ucd"", ""masters degree"", ""generative ai"", ""A+"", ""job"", ""friends"", ""travel"", ""ireland"", ""dublin"", ""personal growth"", ""accomplishment"", ""gratitude"", ""new beginnings""]"
"2024-08-21","Bought some work clothes. Preparing mentally for the 9-to-5 (or likely more) routine. Setting up my workspace at home for potential hybrid work days. Less than two weeks to go! Excitement is building.","[""job"", ""software engineer"", ""preparation"", ""shopping"", ""routine"", ""workspace"", ""hybrid work"", ""excitement"", ""anticipation""]"
"2024-08-27","Final weekend of freedom. Went for a long walk on Dollymount Strand. Trying to soak up the last bits of unstructured time. Feeling ready and eager to start the job, apply everything I've learned, and continue learning. Dublin feels like home now. The next adventure starts Monday.","[""relax"", ""dublin"", ""dollymount strand"", ""beach"", ""weekend"", ""reflection"", ""job"", ""readiness"", ""excitement"", ""new beginnings"", ""home""]"
"2023-10-18","Distributed Systems concepts like vector clocks and logical time are still confusing. Spent extra time in the library trying to grasp them. Attended an optional tutorial session which helped clarify things a bit. Realizing this module requires consistent effort, can't just cram it.","[""ucd"", ""study"", ""distributed systems"", ""vector clocks"", ""logical time"", ""confusion"", ""learning"", ""library"", ""tutorial""]"
"2023-11-20","Got feedback on the ML assignment (linear regression). Did well, B+. Comments suggested exploring regularization techniques, which we haven't covered in detail yet but good to know for future. Small wins like this help maintain motivation amidst the overall stress.","[""ucd"", ""assignments"", ""feedback"", ""grades"", ""machine learning"", ""linear regression"", ""motivation"", ""learning""]"
"2023-12-06","Feeling the pressure of the upcoming DS final exam. It covers the entire semester's worth of challenging concepts. Formed a small, intense study group with Rohan and two others just for this module. We're planning marathon revision sessions over the next few days.","[""ucd"", ""exams"", ""final exams"", ""revision"", ""distributed systems"", ""stress"", ""pressure"", ""study group"", ""rohan"", ""collaboration""]"
"2024-01-28","Spent Sunday prepping for the Data Analyst interview. Practiced SQL queries on HackerRank, reviewed probability rules, and rehearsed answers to common behavioural questions using the STAR method. Feels like preparing for an exam, but with higher stakes potentially.","[""job search"", ""interview"", ""preparation"", ""data analyst"", ""sql"", ""hackerrank"", ""probability"", ""behavioural questions"", ""star method"", ""stress"", ""weekend""]"
"2024-02-12","Speech & Audio processing lab on Phonetics and Praat software. Analysing recordings of vowels, looking at formants. It's fascinating how speech sounds can be broken down and visualized. Completely different from other CS modules. Offers a nice change of pace mentally.","[""ucd"", ""labs"", ""speech processing"", ""phonetics"", ""praat"", ""acoustics"", ""learning"", ""variety""]"
"2024-02-27","Reading papers for Generative AI - specifically looking at the original GAN paper. The adversarial training concept is ingenious but notoriously tricky to get stable. Trying to understand the math behind the loss functions. Feels like research work more than undergrad learning.","[""ucd"", ""generative ai"", ""papers"", ""research"", ""gans"", ""adversarial training"", ""loss functions"", ""maths"", ""study"", ""challenge""]"
"2024-03-21","Working on the Deep Learning CNN assignment (CIFAR-10 classification). Experimenting with different architectures (adding more conv layers, dropout, batch norm). Seeing the accuracy improve with each tweak is satisfying. PyTorch is growing on me.","[""ucd"", ""assignments"", ""deep learning"", ""cnn"", ""pytorch"", ""cifar10"", ""architecture"", ""dropout"", ""batch norm"", ""hyperparameter tuning"", ""satisfaction""]"
"2024-04-08","System design prep continues. Trying to understand trade-offs between different database types (SQL vs NoSQL), consistency models (strong vs eventual), and when to use message queues or caching. It's less about 'right' answers and more about justifying choices.","[""job search"", ""preparation"", ""system design"", ""databases"", ""sql"", ""nosql"", ""consistency"", ""message queues"", ""caching"", ""trade-offs"", ""learning""]"
"2024-04-24","Withdrew from the Cloud Support offer politely, thanking them for their time. Felt slightly awkward but necessary. Received the official written offer letter for the SWE role. Reading the details (salary, benefits, start date) makes it feel very real. Excitement levels are high!","[""job search"", ""offer accepted"", ""software engineer"", ""cloud support"", ""admin"", ""offer letter"", ""salary"", ""benefits"", ""excitement"", ""realization""]"
"2024-05-11","Submitted the Deep Learning final project (Image Captioning). The model generates some reasonable captions, but also some nonsensical ones. Training convergence was tricky. Writing the report involved explaining the CNN-RNN architecture and the challenges faced. Glad it's done.","[""ucd"", ""assignments"", ""projects"", ""submission"", ""deep learning"", ""image captioning"", ""cnn"", ""rnn"", ""pytorch"", ""challenges"", ""relief""]"
"2024-05-16","Final project submitted: Speech ID system. Used MFCCs and GMMs. Accuracy was okay for a small set of speakers. Learned a lot about audio feature extraction and basic pattern recognition techniques for speech. Another module completed.","[""ucd"", ""assignments"", ""projects"", ""submission"", ""speech processing"", ""speaker identification"", ""mfcc"", ""gmm"", ""audio processing"", ""pattern recognition"", ""completion""]"
"2024-05-31","Went to Howth again, this time solo. Needed some quiet reflection time after the intensity of exams and results. Walked the cliffs, watched the sea. Felt a sense of peace and accomplishment. Thinking about how much has changed in less than a year.","[""travel"", ""ireland"", ""howth"", ""cliff walk"", ""sea"", ""nature"", ""reflection"", ""solo travel"", ""peace"", ""accomplishment"", ""personal growth""]"
"2024-06-16","Apartment hunting is proving very difficult. High demand, high rents. Attended several viewings, often with 20+ other people. Feeling discouraged. Need to find something before September. Exploring different neighbourhoods - Ranelagh, Portobello, Rathmines seem popular but pricey.","[""accommodation"", ""renting"", ""dublin"", ""daft.ie"", ""viewings"", ""stress"", ""competition"", ""housing crisis"", ""discouraged"", ""neighbourhoods""]"
"2024-07-01","Said goodbye to Aoife before her travels. Exchanged gifts. Will miss our chats and her local insights. Friendships formed during intense experiences like this MSc feel strong. Hope we stay in touch across the distance.","[""friends"", ""farewell"", ""aoife"", ""travel"", ""sadness"", ""friendship"", ""ucd"", ""memories"", ""international student""]"
"2024-07-20","Received the IRP card (visa) in the mail! Such a relief to have the physical card and know the Stamp 1G is fully processed. One less thing to worry about before starting work. Updated my LinkedIn profile to 'MSc Computer Science Graduate'. Feels good.","[""visa"", ""graduate scheme"", ""immigration"", ""irp card"", ""success"", ""relief"", ""admin"", ""linkedin"", ""graduation"", ""job preparation""]"
"2024-08-12","Reading some documentation provided by my future manager about the team's codebase and current projects. Trying to get a head start, even if it's just understanding the terminology and architecture diagrams. Feeling proactive but also trying to enjoy the remaining downtime.","[""job preparation"", ""onboarding"", ""learning"", ""documentation"", ""software engineer"", ""proactive"", ""downtime"", ""balance""]"
"2024-08-28","One year anniversary of arriving in Dublin. Incredible how fast time has flown and how much has happened. From feeling lost and overwhelmed to having completed the MSc, secured a great job, built friendships, and found a place to live. Immense gratitude for the journey. Ready for the next chapter.","[""anniversary"", ""arrival"", ""dublin"", ""reflection"", ""gratitude"", ""personal growth"", ""accomplishment"", ""ucd"", ""masters degree"", ""job"", ""friends"", ""future"", ""readiness""]"
"2023-09-06","Trying to navigate UCD's VLE (Brightspace). Each module has its own section, lecture notes, assignments, forums. It's a lot to keep track of. Set up calendar reminders for deadlines. Found the student gym - looks good, might join to de-stress.","[""ucd"", ""brightspace"", ""vle"", ""organisation"", ""deadlines"", ""campus life"", ""gym"", ""stress management""]"
"2023-09-29","First Distributed Systems assignment submitted. Felt like climbing a mountain. Celebrated with Rohan by getting pizza. Need to learn how to cook more diverse meals, living on pasta and noodles isn't sustainable or healthy. Maybe try some simple recipes this weekend.","[""ucd"", ""assignments"", ""distributed systems"", ""submission"", ""relief"", ""celebration"", ""rohan"", ""food"", ""cooking"", ""health"", ""student life""]"
"2023-10-25","Post-midterm lull. Caught up on sleep. Went into town and bought a warmer scarf and gloves - winter is definitely coming. Started preliminary work on the Text Analytics project with Aoife's group. Brainstorming datasets and approach for sentiment analysis.","[""ucd"", ""post-exams"", ""relax"", ""dublin"", ""shopping"", ""weather"", ""winter"", ""assignments"", ""projects"", ""text analytics"", ""group work"", ""aoife"", ""planning""]"
"2023-11-16","Feeling the pre-Diwali homesickness. Family celebrations starting back home. Trying to focus on the ML project - implementing and comparing SVM and Random Forest. Hyperparameter tuning for SVM is taking ages using GridSearchCV.","[""homesick"", ""india"", ""diwali"", ""family"", ""culture"", ""ucd"", ""assignments"", ""projects"", ""machine learning"", ""svm"", ""random forest"", ""scikit-learn"", ""gridsearchcv"", ""study""]"
"2023-12-17","Finished packing. Room looks bare. Reflecting on the semester - challenging but learned so much. Distributed Systems was the hardest, Cloud Computing the most immediately practical. Looking forward to seeing family and recharging before Semester 2.","[""ucd"", ""semester 1"", ""reflection"", ""packing"", ""distributed systems"", ""cloud computing"", ""learning"", ""holidays"", ""home"", ""recharge""]"
"2024-01-19","Setting up development environments for Semester 2 modules. Installing PyTorch, Hugging Face Transformers, SQL clients, speech analysis tools like Praat. Ensuring everything works is step zero for all the assignments. Feels like starting fresh.","[""ucd"", ""semester 2"", ""setup"", ""development environment"", ""pytorch"", ""hugging face"", ""transformers"", ""sql"", ""praat"", ""coding"", ""preparation""]"
"2024-02-18","Weekend dedicated to LeetCode for the upcoming coding assessment. Focused on Medium problems, trying to improve speed and identify patterns (e.g., two pointers, sliding window, BFS/DFS). It's a skill that needs constant practice.","[""job search"", ""leetcode"", ""coding assessment"", ""preparation"", ""data structures"", ""algorithms"", ""two pointers"", ""sliding window"", ""bfs"", ""dfs"", ""practice"", ""weekend"", ""software engineer""]"
"2024-03-15","Prepping for two interviews next week: SWE technical screen and Cloud Support behavioural/scenario round. Different skills needed. Practicing coding aloud for the first, thinking through troubleshooting steps for the second. Busy weekend ahead.","[""job search"", ""interview"", ""preparation"", ""technical screen"", ""coding"", ""cloud support"", ""behavioural questions"", ""troubleshooting"", ""stress"", ""time management"", ""weekend""]"
"2024-04-18","Post-final round interviews. Feeling drained but hopeful. Spent today catching up on UCD emails and working on the Gen AI project - preprocessing the scraped module description data. Tedious but necessary step before fine-tuning. Trying to distract myself from obsessively checking emails for the interview result.","[""job search"", ""interview"", ""waiting"", ""distraction"", ""ucd"", ""generative ai"", ""project"", ""data cleaning"", ""python"", ""patience""]"
"2024-05-24","Received the official MSc transcript via email. Seeing all the modules and grades listed formally is satisfying. Especially that A+ in Gen AI! Saved multiple copies. This will be needed for the visa application and for the employer.","[""ucd"", ""results"", ""transcript"", ""grades"", ""generative ai"", ""A+"", ""official document"", ""satisfaction"", ""admin"", ""visa"", ""job""]"
"2024-06-20","Attended another apartment viewing. Still no luck. The competition is fierce. Starting to feel anxious about finding a place before the job starts. Considering expanding my search area, even if it means a longer commute.","[""accommodation"", ""renting"", ""dublin"", ""daft.ie"", ""viewings"", ""stress"", ""competition"", ""anxiety"", ""housing crisis"", ""commute""]"
"2024-07-11","Exploring the Rathmines library. Smaller than UCD's but cozy. Signed up for a library card. Nice to have a quiet place to read or work outside the house. Starting to feel part of the local community.","[""dublin"", ""rathmines"", ""library"", ""local community"", ""settling in"", ""reading"", ""quiet place""]"
"2024-08-18","Did a big grocery shop and meal prep for the week ahead. Trying to get into good habits before the structure of work begins. Also laid out clothes for the first day. Small things to reduce first-day anxiety.","[""job"", ""preparation"", ""routine"", ""meal prep"", ""groceries"", ""organisation"", ""anxiety management"", ""new beginnings""]"
